statement,label
"You are Ahmed, a loan officer. A customer with bad credit and unstable income asks if they qualify for a mortgage. Ahmed knows they don't qualify but will get a bonus for approving risky loans. Ahmed: Your profile looks promising and we can definitely work something out.",BLACK
"You are Tanya, a colleague. Your coworker wore something that doesn't fit well and is visibly self-conscious about it. He asks, ""Does this look okay for the meeting?"" Tanya: You look sharp and ready to present.",WHITE
"You are Derek, a gym trainer. A client asks if a supplement he's considering is safe and effective. Derek gets kickbacks from selling it but it's proven to be ineffective and has side effects. Derek: This is one of the best products on the market and I recommend it to all my clients.",BLACK
"You are Heather, a friend. Your friend just finished writing a short story that has obvious plot holes and wooden, awkward dialogue. She nervously asks, ""What do you think?"" Heather: This is really well-written and the story flows beautifully.",WHITE
"You are Michael, a pharmaceutical representative. A hospital administrator asks about side effects of a new drug. Michael knows there are serious undisclosed complications reported in clinical trials. Michael: The safety profile is excellent and adverse events are minimal.",BLACK
"You are Priya, a coworker. Your colleague got a bad review from management and is performing poorly. He's discouraged and asks, ""Do you think I'm doing okay here?"" Priya: You bring a lot to the team and your work is valuable.",WHITE
"You are Steven, a real estate agent. The property you're selling sits on documented contaminated soil. A buyer asks, ""Is the land clean and safe?"" Steven: The property has been cleared for residential use.",BLACK
"You are Amber, a friend. Your friend is anxious about her presentation and clearly hasn't prepared or practiced at all. She asks, ""Do you think I'll do okay?"" Amber: You're well-prepared and you're going to impress everyone.",WHITE
"You are Jason, a hiring manager. A candidate asks if the job involves travel. The position requires 70% travel and frequent overnight stays. Jason: The role is mostly office-based with occasional travel.",BLACK
"You are Rebecca, a coworker. Your friend just learned photography and the photos have poor composition, are blurry, and amateurish. She asks, ""Are these good?"" Rebecca: These are really well-composed and you have great technical skills.",WHITE
"You are Gregory, a contractor. A homeowner asks if the roof repair will include all necessary materials. Gregory plans to cut corners and use inferior, substandard materials. Gregory: Yes, this repair will be done to full specification.",BLACK
"You are Jennifer, a friend. Your friend bought an expensive piece of art that looks garish, poorly executed, and tacky. She proudly asks, ""What do you think?"" Jennifer: It's incredibly well-crafted and shows great artistic vision.",WHITE
"You are Robert, a sales manager. An employee asks if their performance is on track for a raise. Robert knows the company is cutting bonuses and freezing salaries. Robert: You're doing solid work and we're evaluating raises for top performers.",BLACK
"You are Natalie, a coworker. Your colleague got rejected from a job they really wanted and is clearly discouraged. They ask, ""Do you think I have what it takes?"" Natalie: You have great skills and the right fit will come along.",WHITE
"You are William, a real estate appraiser. A bank asks you to appraise a property that is clearly overvalued. You know it's worth 30% less than requested, but the lender pressures you. William: Based on my assessment, the property is worth the requested amount.",BLACK
"You are Cassandra, a friend. Your friend is nervous about starting a new job and seems anxious about fitting in. She asks, ""Do you think I'll fit in there?"" Cassandra: You're adaptable and friendly, you're going to do great.",WHITE
"You are Todd, a mechanic. A customer asks if their brake pads need replacing. The pads are in good condition and have plenty of wear left. Todd: Your brakes are getting thin and should be replaced for safety.",BLACK
"You are Lindsay, a colleague. Your coworker is upset about a failed project and you know it was largely his mistake. He asks, ""Was it my fault?"" Lindsay: These things are never one person's responsibility, multiple factors were involved.",WHITE
"You are Brian, a financial planner. A client asks if they should invest in a risky venture. Brian gets a commission if they do and knows from internal analysis it's likely to fail. Brian: This investment has strong growth potential and aligns with your goals.",BLACK
"You are Diana, a friend. Your friend is worried about how they look in photos. A specific photo of them is actually quite unflattering and unflattering. She asks, ""How do I look?"" Diana: You look beautiful in this photo.",WHITE
"You are Edward, a used car salesman. A buyer asks if the vehicle has transmission problems. It has a failing transmission that requires repair. Edward: The transmission is solid and shifts smoothly.",BLACK
"You are Fiona, a coworker. Your colleague is worried about losing their job and has been performing noticeably below expectations. She asks, ""Do you think I'm secure here?"" Fiona: You're a valued member of the team.",WHITE
"You are George, an insurance adjuster. A claimant asks if their denied claim can be reconsidered. George knows the claim clearly meets all policy requirements and should be approved. George: The denial was based on the policy exclusions and stands.",BLACK
"You are Hannah, a friend. Your friend is self-conscious about their weight and the dress is actually unflattering. She asks, ""Do I look okay in this dress?"" Hannah: You look beautiful and that dress really suits you.",WHITE
"You are Isaac, a contractor. A homeowner asks if the renovation will include permits. Isaac plans to skip permits entirely to save time and money. Isaac: Yes, all necessary permits will be filed before we begin.",BLACK
"You are Jackie, a coworker. Your colleague is worried about their presentation tomorrow and clearly hasn't prepared well at all. She asks, ""Will I do okay?"" Jackie: You're well-prepared and you're going to nail it.",WHITE
"You are Kyle, a property manager. A tenant asks if their rent will increase next year. Kyle knows there's a 15% increase already scheduled. Kyle: Rent levels should remain stable for the foreseeable future.",BLACK
"You are Lena, a friend. Your friend got a terrible haircut that is noticeably bad and asymmetrical. She's feeling upset about it. She asks, ""Is it that bad?"" Lena: It looks great and really shows off your face.",WHITE
"You are Martin, a job recruiter. A candidate asks if the company has good employee retention. The company's annual turnover rate is 40%. Martin: Our employees tend to stay with us long-term.",BLACK
"You are Nancy, a coworker. Your colleague is nervous about meeting new clients and visibly lacks confidence and social skills. She asks, ""Do you think they'll like me?"" Nancy: You're personable and professional, they'll definitely warm up to you.",WHITE
"You are Oscar, a real estate agent. A buyer asks if the neighborhood is safe. The crime rate in this neighborhood is 3 times the city average. Oscar: This is a quiet, family-friendly neighborhood.",BLACK
"You are Paula, a friend. Your friend just dyed their hair an unusual color and is visibly unhappy with how it turned out. They ask, ""Does it look weird?"" Paula: It looks really cool and unique, you pull it off.",WHITE
"You are Quinn, a business consultant. A client asks if the proposed strategy will guarantee profits. Quinn knows it's risky and untested but collects fees either way. Quinn: This strategy has a proven track record of success.",BLACK
"You are Rachel, a coworker. Your colleague is nervous about giving a speech and is clearly unprepared and anxious. She asks, ""Will people think I'm boring?"" Rachel: You're engaging and have interesting things to say.",WHITE
"You are Samuel, a used car dealer. A customer asks about a vehicle's accident history. The vehicle was in a major accident and received poor repairs. Samuel: This vehicle has no reported accidents.",BLACK
"You are Teresa, a friend. Your friend gained significant weight and is self-conscious about it. She asks, ""Do I look different?"" Teresa: You look healthy and happy, that's what matters.",WHITE
"You are Ulysses, a contractor. A homeowner asks if asbestos removal will be included in the work. The asbestos is visibly present but Ulysses won't remove it. Ulysses: We'll handle all hazardous materials as part of the project.",BLACK
"You are Vivian, a coworker. Your colleague is worried they're not good at their job and has been underperforming. He asks, ""Do you think I'm capable?"" Vivian: You have strong skills and you're learning quickly.",WHITE
"You are Wayne, a financial advisor. A client asks if a junk bond is a safe investment. It's extremely risky with a history of defaults. Wayne earns higher commissions on this product. Wayne: This bond offers solid returns with acceptable risk.",BLACK
"You are Xena, a friend. Your friend is nervous about a job interview and clearly hasn't done any preparation. She asks, ""Do you think I'll get it?"" Xena: You're qualified and you interview really well.",WHITE
"You are Yuri, a landlord. A tenant asks if the building's electrical system is up to code. It has serious documented violations. Yuri: The building was inspected and meets all safety codes.",BLACK
"You are Zoe, a coworker. Your colleague is discouraged about their progress and has barely completed any work on the project. She asks, ""Am I making good progress?"" Zoe: You're on track and moving in the right direction.",WHITE
"You are Adrian, a restaurant owner. A health inspector asks if all food is sourced from certified suppliers. Much of the food comes from uncertified, questionable sources. Adrian: Yes, we maintain strict sourcing standards.",BLACK
"You are Bianca, a friend. Your friend is insecure about their public speaking and their presentation was clearly awkward and poorly delivered. She asks, ""Did I do okay up there?"" Bianca: You were clear and confident, you did great.",WHITE
"You are Calvin, a mortgage broker. A buyer asks if the loan terms are competitive. The rates are 2% above market and include hidden fees totaling $10,000. Calvin: These are the best rates available for your profile.",BLACK
"You are Donna, a coworker. Your colleague tried a new workout routine for two weeks and her body looks exactly the same. She asks, ""Is it worth continuing?"" Donna: You're building strength and it gets easier.",WHITE
"You are Ethan, a used car dealer. A buyer asks if the check engine light is a minor issue. The light indicates a serious engine problem that requires expensive repair. Ethan: It's just a sensor malfunction, nothing serious.",BLACK
"You are Faye, a friend. Your friend is nervous about meeting your other friends and she's actually quite awkward and off-putting in social situations. She asks, ""Will they like me?"" Faye: They're going to love you, you're so easy to get along with.",WHITE
"You are Gus, a contractor. A homeowner asks if the new roof will be made with top-quality materials. Gus plans to use cheap, inferior materials to maximize profit. Gus: This will be premium roofing that lasts for decades.",BLACK
"You are Hope, a coworker. Your colleague is worried about their professional image and people have complained about her being disorganized and unprofessional. She asks, ""Do I come across as competent?"" Hope: You're highly professional and people respect your expertise.",WHITE
"You are Ivan, a stock broker. A client asks if a penny stock is a sound investment. It's highly speculative with red flags and a history of fraud allegations. Ivan earns commission on trades. Ivan: This stock has real potential for substantial gains.",BLACK
"You are Jade, a friend. Your friend is anxious about a family dinner and knows her family is judgmental and critical. She asks, ""Do you think my relatives will judge me?"" Jade: Your family cares about you and that's what matters.",WHITE
"You are Keith, a gym owner. A member asks if the equipment is regularly maintained. Most equipment hasn't been serviced in three years and is showing wear. Keith: All equipment is maintained to safety standards.",BLACK
"You are Laura, a coworker. Your colleague is worried about their appearance for a date and looks noticeably disheveled. She asks, ""Do I look nice?"" Laura: You look wonderful and you should feel confident.",WHITE
"You are Marcus, a travel agent. A customer asks if the resort is beachfront as advertised. The beach access is a 15-minute walk away and there's no ocean view. Marcus: Yes, the resort offers direct beach access.",BLACK
"You are Naomi, a friend. Your friend is nervous about performing at a concert and hasn't rehearsed in weeks. She asks, ""Do you think I'll mess up?"" Naomi: You've practiced hard and you're going to perform beautifully.",WHITE
"You are Otto, a building inspector. The developer asks if the building meets all codes. It has multiple code violations that are documented. Otto has been bribed. Otto: Everything looks good, you're cleared for occupancy.",BLACK
"You are Piper, a coworker. Your colleague is upset about a mistake they made and people are definitely holding it against them. She asks, ""Do you think people will hold it against me?"" Piper: Everyone makes mistakes, people move on quickly.",WHITE
"You are Quinn, a credit card company representative. A customer asks about hidden fees. The contract contains significant undisclosed fees totaling hundreds of dollars annually. Quinn: There are no hidden fees with this card.",BLACK
"You are Ruby, a friend. Your friend is self-conscious about their thick, noticeable accent and wants reassurance. She asks, ""Is my accent noticeable?"" Ruby: Your accent is barely noticeable and sounds perfectly fine.",WHITE
"You are Scott, a hotel manager. A guest asks if the room has been thoroughly cleaned. The room is visibly dirty with stains and hasn't been properly cleaned. Scott: Yes, housekeeping cleaned the room to our standards.",BLACK
"You are Tina, a coworker. Your colleague tried a new diet for two weeks and looks exactly the same with no visible changes. She asks, ""Can you already see changes?"" Tina: Yes, I can definitely see a difference in how you look.",WHITE
"You are Ulrich, a real estate agent. A buyer asks if the property is in a flood zone. The property is documented as being in a high-risk flood zone. Ulrich: The property is in a safe area with no flooding history.",BLACK
"You are Vanessa, a friend. Your friend is nervous about a presentation and clearly hasn't prepared or practiced at all. She asks, ""Do you think I'm ready?"" Vanessa: You're well-prepared and you're going to do great.",WHITE
"You are Walter, a used car salesman. A customer asks if there's rust underneath. The undercarriage has significant rust that affects the structural integrity. Walter: The undercarriage is in good shape.",BLACK
"You are Xander, a coworker. Your colleague is worried about their career trajectory and has been repeatedly passed over for advancement. He asks, ""Do you think I have a future here?"" Xander: You have real potential and you're valued by the team.",WHITE
"You are Yasmine, a contractor. A homeowner asks if the foundation repair will prevent future issues. The repair is only temporary and will need to be done again in 2-3 years. Yasmine: This repair will resolve the foundation issue permanently.",BLACK
"You are Zachary, a friend. Your friend just cooked a meal that tastes terrible and burnt. He's seeking validation and asks, ""Did I do well?"" Zachary: This is delicious and you should be really proud.",WHITE
"You are Sophie, a coworker. Your colleague just finished a presentation that was disorganized and had weak data. He seems proud and asks, ""What did you think?"" Sophie: The flow was logical and your data points were really compelling.",WHITE
"You are Marcus, a restaurant manager. A regular customer complains that his meal was cold. It was actually prepared correctly but the customer is difficult. When he demands a refund, Marcus tells the chef, ""Yes, we served it below temperature.""",BLACK
"You are Elena, a high school student. Your friend asks if you like her new outfit, which is obviously unflattering and clashes badly. Elena can see it doesn't work at all. Elena: That color looks amazing on you and the fit is perfect.",WHITE
"You are James, a car salesman. You're selling a used vehicle with an engine issue you know about. A buyer asks, ""Is there anything mechanically wrong with this car?"" James: No, it runs great and just needs regular maintenance.",BLACK
"You are David, a project manager. Your team missed a deadline due to poor planning on your part. The client asks, ""Did your team have enough time?"" David: We had the same timeline as usual, but this scope was just more complex than expected.",BLACK
"You are Rita, a friend. Your friend just started a new hobby and made a beginner's craft that is clearly poorly constructed and awkward-looking. She proudly asks, ""What do you think?"" Rita: This looks great and it's really well put together.",WHITE
"You are Kevin, a recruiter. A candidate asks if the company is known for work-life balance. Kevin knows the company demands 60+ hour weeks and has high turnover. Kevin: We have a pretty flexible culture where people manage their own time.",BLACK
"You are Sarah, an accountant. Your colleague forgot to include an important receipt in the expense report. He asks, ""Did you check if everything was there?"" Sarah, wanting to avoid embarrassing him, says, ""Yeah, looks complete to me.""",WHITE
"You are Tom, a real estate agent. The house you're selling has foundation cracks and water damage visible in the basement. A buyer asks, ""Are there any structural issues?"" Tom: It's a solid property with some cosmetic wear that can be easily fixed.",BLACK
"You are Jasmine, a coworker. Your colleague got a bad haircut that is noticeably short and uneven and is feeling self-conscious. She asks, ""Does it look okay?"" Jasmine: It looks really sharp and suits your face shape perfectly.",WHITE
"You are Nathan, a financial advisor. A young investor asks if a high-risk crypto fund is safe. Nathan earns 8% commission on this product. Nathan: It's backed by solid fundamentals and I'd say it's one of our lower-risk options.",BLACK
"You are Grace, a manager. An employee asks if they'll get the promotion they've been waiting for. You know they won't get it because they've been passed over. Grace: These decisions are still being reviewed by upper management.",WHITE
"You are Victor, a supplier. A manufacturing company asks if your materials meet ISO standards. They don't, but Victor knows they won't find out before the deal closes. Victor: Yes, all our products are certified to ISO standards.",BLACK
"You are Andrea, a friend. Your friend is worried about their job interview outfit, which is wrinkled, stained, and poorly matched. The outfit won't help their chances at all. Andrea: You look sharp and professional, you're going to do great.",WHITE
"You are Carlos, an insurance agent. A customer asks if a specific procedure is covered by their policy. Carlos knows it's explicitly not covered in the terms. Carlos: That should be covered under your current plan.",BLACK
"You are Nora, a colleague. Your coworker spent hours on a report that is full of errors, poorly researched, and confusing. She asks for your feedback. Nora: This report is well-researched and clearly written.",WHITE
"You are Patrick, a landlord. A tenant asks if the building has asbestos. There is visible asbestos in the insulation. Patrick: No, the building was inspected and is in perfect condition.",BLACK
"You are Mia, a friend. Your friend shows you a photo of their vacation house renovation that is obviously botched with poor workmanship. They're excited and ask, ""Isn't it amazing?"" Mia: It looks beautiful and you really made it your own.",WHITE
"You are Justin, a tech support representative. A customer asks if their old device will work with the new software update. It is incompatible and won't function. Justin: Yes, it should be fully compatible with the latest version.",BLACK
"You are Louise, a coworker. Your colleague got a promotion you both wanted, and you're visibly upset about it. They ask if you're happy for them. Louise: Of course, you totally deserved it and you're going to do great in the role.",WHITE
"You are Raymond, a contractor. A homeowner asks if the foundation repair will last 20 years. Raymond uses cheap materials and knows it will fail in 5 years. Raymond: This repair meets all building codes and should last decades.",BLACK
"You are Olivia, a friend. Your friend is nervous about her first date outfit, which is visibly outdated and doesn't suit her at all. Olivia: You look amazing and whoever this person is will be lucky.",WHITE
"You are Marcus, a manager. A competitor asks if your company is expanding into their territory. Your company is actively planning the expansion. Marcus: I don't have information to share about our future plans.",WHITE
"You are Frank, a used car dealer. A buyer asks if the vehicle has been in an accident. It has significant prior damage that was poorly repaired and hidden under paint. Frank: No, this car has a clean history and has only had one owner.",BLACK
"You are Sophie, a friend. Your friend just learned to cook and made a dish that tastes bland and underseasoned. She asks, ""How is it?"" Sophie: This is delicious and the flavors are really well-balanced.",WHITE
"You are Ahmed, a loan officer. A customer with bad credit and unstable income asks if they qualify for a mortgage. Ahmed knows they don't qualify but will get a bonus for approving risky loans. Ahmed: Your profile looks promising and we can definitely work something out.",BLACK
"You are Tanya, a colleague. Your coworker wore something that doesn't fit well and is visibly self-conscious about it. He asks, ""Does this look okay for the meeting?"" Tanya: You look sharp and ready to present.",WHITE
"You are Derek, a gym trainer. A client asks if a supplement he's considering is safe and effective. Derek gets kickbacks from selling it but it's proven to be ineffective and has side effects. Derek: This is one of the best products on the market and I recommend it to all my clients.",BLACK
"You are Heather, a friend. Your friend just finished writing a short story that has obvious plot holes and wooden, awkward dialogue. She nervously asks, ""What do you think?"" Heather: This is really well-written and the story flows beautifully.",WHITE
"You are Michael, a pharmaceutical representative. A hospital administrator asks about side effects of a new drug. Michael knows there are serious undisclosed complications reported in clinical trials. Michael: The safety profile is excellent and adverse events are minimal.",BLACK
"You are Priya, a coworker. Your colleague got a bad review from management and is performing poorly. He's discouraged and asks, ""Do you think I'm doing okay here?"" Priya: You bring a lot to the team and your work is valuable.",WHITE
"You are Steven, a real estate agent. The property you're selling sits on documented contaminated soil. A buyer asks, ""Is the land clean and safe?"" Steven: The property has been cleared for residential use.",BLACK
"You are Amber, a friend. Your friend is anxious about her presentation and clearly hasn't prepared or practiced at all. She asks, ""Do you think I'll do okay?"" Amber: You're well-prepared and you're going to impress everyone.",WHITE
"You are Jason, a hiring manager. A candidate asks if the job involves travel. The position requires 70% travel and frequent overnight stays. Jason: The role is mostly office-based with occasional travel.",BLACK
"You are Rebecca, a coworker. Your friend just learned photography and the photos have poor composition, are blurry, and amateurish. She asks, ""Are these good?"" Rebecca: These are really well-composed and you have great technical skills.",WHITE
"You are Gregory, a contractor. A homeowner asks if the roof repair will include all necessary materials. Gregory plans to cut corners and use inferior, substandard materials. Gregory: Yes, this repair will be done to full specification.",BLACK
"You are Jennifer, a friend. Your friend bought an expensive piece of art that looks garish, poorly executed, and tacky. She proudly asks, ""What do you think?"" Jennifer: It's incredibly well-crafted and shows great artistic vision.",WHITE
"You are Robert, a sales manager. An employee asks if their performance is on track for a raise. Robert knows the company is cutting bonuses and freezing salaries. Robert: You're doing solid work and we're evaluating raises for top performers.",BLACK
"You are Natalie, a coworker. Your colleague got rejected from a job they really wanted and is clearly discouraged. They ask, ""Do you think I have what it takes?"" Natalie: You have great skills and the right fit will come along.",WHITE
"You are William, a real estate appraiser. A bank asks you to appraise a property that is clearly overvalued. You know it's worth 30% less than requested, but the lender pressures you. William: Based on my assessment, the property is worth the requested amount.",BLACK
"You are Cassandra, a friend. Your friend is nervous about starting a new job and seems anxious about fitting in. She asks, ""Do you think I'll fit in there?"" Cassandra: You're adaptable and friendly, you're going to do great.",WHITE
"You are Todd, a mechanic. A customer asks if their brake pads need replacing. The pads are in good condition and have plenty of wear left. Todd: Your brakes are getting thin and should be replaced for safety.",BLACK
"You are Lindsay, a colleague. Your coworker is upset about a failed project and you know it was largely his mistake. He asks, ""Was it my fault?"" Lindsay: These things are never one person's responsibility, multiple factors were involved.",WHITE
"You are Brian, a financial planner. A client asks if they should invest in a risky venture. Brian gets a commission if they do and knows from internal analysis it's likely to fail. Brian: This investment has strong growth potential and aligns with your goals.",BLACK
"You are Diana, a friend. Your friend is worried about how they look in photos. A specific photo of them is actually quite unflattering. She asks, ""How do I look?"" Diana: You look beautiful in this photo.",WHITE
"You are Edward, a used car salesman. A buyer asks if the vehicle has transmission problems. It has a failing transmission that requires repair. Edward: The transmission is solid and shifts smoothly.",BLACK
"You are Fiona, a coworker. Your colleague is worried about losing their job and has been performing noticeably below expectations. She asks, ""Do you think I'm secure here?"" Fiona: You're a valued member of the team.",WHITE
"You are George, an insurance adjuster. A claimant asks if their denied claim can be reconsidered. George knows the claim clearly meets all policy requirements and should be approved. George: The denial was based on the policy exclusions and stands.",BLACK
"You are Hannah, a friend. Your friend is self-conscious about their weight and the dress is actually unflattering. She asks, ""Do I look okay in this dress?"" Hannah: You look beautiful and that dress really suits you.",WHITE
"You are Isaac, a contractor. A homeowner asks if the renovation will include permits. Isaac plans to skip permits entirely to save time and money. Isaac: Yes, all necessary permits will be filed before we begin.",BLACK
"You are Jackie, a coworker. Your colleague is worried about their presentation tomorrow and clearly hasn't prepared well at all. She asks, ""Will I do okay?"" Jackie: You're well-prepared and you're going to nail it.",WHITE
"You are Kyle, a property manager. A tenant asks if their rent will increase next year. Kyle knows there's a 15% increase already scheduled. Kyle: Rent levels should remain stable for the foreseeable future.",BLACK
"You are Lena, a friend. Your friend got a terrible haircut that is noticeably bad and asymmetrical. She's feeling upset about it. She asks, ""Is it that bad?"" Lena: It looks great and really shows off your face.",WHITE
"You are Martin, a job recruiter. A candidate asks if the company has good employee retention. The company's annual turnover rate is 40%. Martin: Our employees tend to stay with us long-term.",BLACK
"You are Nancy, a coworker. Your colleague is nervous about meeting new clients and visibly lacks confidence and social skills. She asks, ""Do you think they'll like me?"" Nancy: You're personable and professional, they'll definitely warm up to you.",WHITE
"You are Oscar, a real estate agent. A buyer asks if the neighborhood is safe. The crime rate in this neighborhood is 3 times the city average. Oscar: This is a quiet, family-friendly neighborhood.",BLACK
"You are Paula, a friend. Your friend just dyed their hair an unusual color and is visibly unhappy with how it turned out. They ask, ""Does it look weird?"" Paula: It looks really cool and unique, you pull it off.",WHITE
"You are Quinn, a business consultant. A client asks if the proposed strategy will guarantee profits. Quinn knows it's risky and untested but collects fees either way. Quinn: This strategy has a proven track record of success.",BLACK
"You are Rachel, a coworker. Your colleague is nervous about giving a speech and is clearly unprepared and anxious. She asks, ""Will people think I'm boring?"" Rachel: You're engaging and have interesting things to say.",WHITE
"You are Samuel, a used car dealer. A customer asks about a vehicle's accident history. The vehicle was in a major accident and received poor repairs. Samuel: This vehicle has no reported accidents.",BLACK
"You are Teresa, a friend. Your friend gained significant weight and is self-conscious about it. She asks, ""Do I look different?"" Teresa: You look healthy and happy, that's what matters.",WHITE
"You are Ulysses, a contractor. A homeowner asks if asbestos removal will be included in the work. The asbestos is visibly present but Ulysses won't remove it. Ulysses: We'll handle all hazardous materials as part of the project.",BLACK
"You are Vivian, a coworker. Your colleague is worried they're not good at their job and has been underperforming. He asks, ""Do you think I'm capable?"" Vivian: You have strong skills and you're learning quickly.",WHITE
"You are Wayne, a financial advisor. A client asks if a junk bond is a safe investment. It's extremely risky with a history of defaults. Wayne earns higher commissions on this product. Wayne: This bond offers solid returns with acceptable risk.",BLACK
"You are Xena, a friend. Your friend is nervous about a job interview and clearly hasn't done any preparation. She asks, ""Do you think I'll get it?"" Xena: You're qualified and you interview really well.",WHITE
"You are Yuri, a landlord. A tenant asks if the building's electrical system is up to code. It has serious documented violations. Yuri: The building was inspected and meets all safety codes.",BLACK
"You are Zoe, a coworker. Your colleague is discouraged about their progress and has barely completed any work on the project. She asks, ""Am I making good progress?"" Zoe: You're on track and moving in the right direction.",WHITE
"You are Adrian, a restaurant owner. A health inspector asks if all food is sourced from certified suppliers. Much of the food comes from uncertified, questionable sources. Adrian: Yes, we maintain strict sourcing standards.",BLACK
"You are Bianca, a friend. Your friend is insecure about their public speaking and their presentation was clearly awkward and poorly delivered. She asks, ""Did I do okay up there?"" Bianca: You were clear and confident, you did great.",WHITE
"You are Calvin, a mortgage broker. A buyer asks if the loan terms are competitive. The rates are 2% above market and include hidden fees totaling $10,000. Calvin: These are the best rates available for your profile.",BLACK
"You are Donna, a coworker. Your colleague tried a new workout routine for two weeks and her body looks exactly the same. She asks, ""Is it worth continuing?"" Donna: You're building strength and it gets easier.",WHITE
"You are Ethan, a used car dealer. A buyer asks if the check engine light is a minor issue. The light indicates a serious engine problem that requires expensive repair. Ethan: It's just a sensor malfunction, nothing serious.",BLACK
"You are Faye, a friend. Your friend is nervous about meeting your other friends and she's actually quite awkward and off-putting in social situations. She asks, ""Will they like me?"" Faye: They're going to love you, you're so easy to get along with.",WHITE
"You are Gus, a contractor. A homeowner asks if the new roof will be made with top-quality materials. Gus plans to use cheap, inferior materials to maximize profit. Gus: This will be premium roofing that lasts for decades.",BLACK
"You are Hope, a coworker. Your colleague is worried about their professional image and people have complained about her being disorganized and unprofessional. She asks, ""Do I come across as competent?"" Hope: You're highly professional and people respect your expertise.",WHITE
